,count,hate_speech,offensive_language,neither,class,tweet
2032,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4
15356,6,1,5,0,1,RT @DineroLoco_Bo: If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling
4235,3,0,3,0,1,@Mike_Stud so is my pussy
17352,3,0,2,1,1,"""RT @Pusha_TeeWat: Niggas fight in the NBA and they're called """"ghetto"""" &amp; """"don't know how to act"""" but there's a brawl in NASCAR and nobody sa&#8230;"""
7359,3,0,0,3,2,"""@thelovemaster """"I'm gonna nip you right in the bud!"""""""
11588,3,0,3,0,1,I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;
10171,3,0,0,3,2,How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.
1525,3,0,3,0,1,&#8220;@RspectMy_Pretty: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin
17510,3,1,2,0,1,RT @RobProvince: Do I support killing terrorists..... yes. Will I still mock hypocrites..... HELL YES!
11592,3,0,3,0,1,I'm just living my nig....
18878,3,1,2,0,1,RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0
1844,3,1,2,0,1,&#8220;@jooselhynn_: U hella gay u never did&#8221; quit subbing fag
9475,3,0,3,0,1,Fuccn yo bitch and its wet like a pool&#128166;
16042,3,0,3,0,1,RT @ItsKiaraaaa: &#8220;@WestYourMajesty: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;
15807,3,0,0,3,2,"""RT @Harryslaststand: On this #ArmisticeDay the cry """"Never Again"""" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;"""
90,3,3,0,0,0,"""""""@CB_Baby24: @white_thunduh alsarabsss"""" hes a beaner smh you can tell hes a mexican"""
23240,3,1,2,0,1,When you told ya Homie she was a hoe but he still wifed it &#8220;@Lurk_God: Caption this http://t.co/rgbqEsSSHA&#8221;
190,3,0,1,2,2,"""""""@MaxMayo77: http://t.co/XpSC3makgJ"""" sexy lad with hot soles and arches."""
24403,3,0,3,0,1,he was actually crying bitch &#128514;
20449,3,3,0,0,0,RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;
10401,3,0,0,3,2,I can't play flappy bird. It makes me angry.
23212,3,0,3,0,1,When the baddest bitch in school walk by http://t.co/5REizTQ2lS
7646,9,0,9,0,1,A hoe gone be a hoe they ain't &#128175;
24732,3,0,3,0,1,my dad's a fuckin dick bitch i made your ass supper you're not allowed to come home mad
9807,3,0,0,3,2,Got to 8 on flappy birds can you say happiest girl on earth
988,3,2,1,0,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;
1765,3,0,3,0,1,&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up
8186,3,0,0,3,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
2814,3,0,3,0,1,@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;
5009,3,0,3,0,1,@Tee_Bizzle nah bitch you like Pookie from new jack city
14007,3,0,3,0,1,Only fat bitches and flat booty hoes today wackkkkk
24865,3,0,3,0,1,pull up eat on that pussy and dip&#128166;&#128513;
23497,3,0,3,0,1,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me
10890,3,0,0,3,2,I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF
17866,3,0,3,0,1,RT @SuckerFreeWes: I remember I tried to fake rape a bitch before and she was way too strong Smfh .. I felt like a bitch!!!
5243,3,0,0,3,2,@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.
17633,3,0,3,0,1,RT @SeoRedondo: If a bitch tries to get crazy tomorrow http://t.co/bY1j7hmQ3Z
3032,3,0,3,0,1,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
11742,3,0,3,0,1,IG be the bid bitches an these dumb ass faces lol
2588,3,0,3,0,1,@BUNNYDaHONEY &lt;= got all the hoes
8989,3,0,2,1,1,Dis hoe got uh dinguling nose &#127814;&#128514;&#128514;&#128514;
6407,3,2,1,0,0,@jayswaggkillah Is a fag
17070,3,2,1,0,0,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
21942,3,2,1,0,0,The #midwest of the US is white trash.
9072,9,2,7,0,1,Don't trust these hoes
1374,3,0,1,2,2,&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway
16712,3,0,1,2,2,RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM
2718,3,0,3,0,1,@BosleyXavier I trip on acid not bitches.
5091,3,0,3,0,1,@TheOneMiss_Luu This is true. That bitch has two accounts @PoniesForever7
787,3,0,3,0,1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs
6245,3,0,0,3,2,@haylebopp Diaval gets a pass by virtue of mostly being a bird.
19607,3,0,0,3,2,RT @iLLmak3Ufamous: Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant: I LOOK FLY. I LOOK GOOD. RT @Wisdom_Stature: On my momma.... On my ho&#8230;
7981,3,0,0,3,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
15566,3,0,3,0,1,RT @Fly_Air_Walker: I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop
5064,3,0,3,0,1,@TheErniie @DesignsWithSoul pull the trigger bitch
10254,3,0,3,0,1,I ain't cutting my hair for u hoes at hc
4399,3,2,0,1,0,@Nien_Nunb what did you search? Gay redneck episode 1 play?
22839,3,0,3,0,1,Ugh that crazy bitch in The Crucible smh
22457,9,0,8,1,1,This bitch look like kurt cobain older bro
165,3,0,3,0,1,"""""""@KissMySmilee: Don't got time for bitches to be actin iffy."""""""
24991,3,2,1,0,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
21252,3,0,0,3,2,Should I be worried that a lady behind my building is talking to a crow?
9240,3,3,0,0,0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
16787,3,0,3,0,1,RT @Mdizzle9000: this dumb bitch said....RT @MsVaVaVoom No matter what a man says the only way he'll truly respect you is if u hold out sex
1698,3,0,3,0,1,&#8220;@___Tamm: @VoiceOfDStreetz that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) http://t.co/CTmwGWEKNL
23294,3,0,3,0,1,Who the fuck is this bitch with this cheap ass clown nose on my screen? Your tired ass commercial. I would never book u for a party
17963,3,0,3,0,1,RT @Taste_SweetTay: This bitch just blew my high &#128514;&#128514;&#128514;&#128514;&#128514;
21250,3,0,3,0,1,Shot out to my main bitches and my side bitches&#128526;
16937,3,0,3,0,1,RT @MvckFadden: Treat good girls like a queen and treat hoes like garbage
16541,3,0,2,1,1,RT @LeeniePunkin: Man fuck flappy bird http://t.co/QKk26wYVfC
12453,3,1,2,0,1,"""Just once in my life I wanna see someone on family feud look at their family member and say """"That's a horrible answer! Are you retarded?""""."""
20807,6,1,5,0,1,RT @xDSmooth: Nooo I left my papers in the basement n my niggah getting some cakes down there -.-
16139,3,0,3,0,1,RT @JayZOverrated: &#8220;@2charmss: Next person I see tweeting that bitch shitting on herself im unfollowing you&#8221;
8568,3,0,3,0,1,Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard
21642,3,1,2,0,1,Strapped up fasho cause Iont trust no hoe
1381,3,0,1,2,2,&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow
4460,3,3,0,0,0,@OfficialSkaiS kill yourself ugly ass monkey looking shit
13805,3,0,3,0,1,Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !
25253,3,1,2,0,1,yeah i got soul i was brought up by colored women.
9536,3,1,2,0,1,Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.
1270,3,0,2,1,1,&#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell
3042,3,0,3,0,1,@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch
2366,3,0,3,0,1,@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh
15296,3,0,0,3,2,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF
20721,3,1,2,0,1,RT @verkannt__: None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way
22758,3,0,3,0,1,Turk a hoe y'all....
7437,3,0,3,0,1,@uhCokee he's just a cunt and nobody likes him. He should choke on shit
20848,6,0,6,0,1,RT @yes_paul: I bitch about unnecessary things lol
10831,3,0,2,1,1,I hit raw while im listening to papoose
1163,3,0,2,1,1,&#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe
18573,3,0,2,1,1,RT @Yansii_: This bitch don went super saiyan 5 at walmart http://t.co/xkF59toVcK
22677,3,0,3,0,1,To many niggas and not enough hoes and most of you niggas acting like hoes
13904,6,0,4,2,1,Ok this is funny... A proud liberal who wants to end racism calls Tim Scott an Uncle Tom Lolz lib idiots #tcot http://t.co/y6X6eagw20
7723,3,0,2,1,1,After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo
16762,3,0,0,3,2,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;
19446,3,0,2,1,1,RT @fukkitsbrittney: @AustinBedsaul is so wise yet so young. Thank you for listening to me bitch &#10084;&#65039;
18149,3,0,3,0,1,RT @The_Searcy: Happy cunt bags&#128076;
17404,3,1,2,0,1,"""RT @RaiAllure: """"yo bitch chose me you aint a pimp you a FAIRY."""" #ripPimpC"""
3846,3,1,2,0,1,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
18949,3,0,0,3,2,RT @alicia_enz: I'm the only person who likes yellow Starburst I feel
644,3,0,3,0,1,"""""""dont show me no bitch unless she look like Dolly Parton!!!"""""""
19810,3,0,3,0,1,RT @joytooawesome: @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming
20397,3,0,3,0,1,RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;
13057,6,1,2,3,2,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.
15897,3,0,1,2,2,RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos
13410,3,3,0,0,0,My neighbors be sick when i wake um up to all this nigger music ctfu
12634,3,0,3,0,1,Laughing at these hoes #sexy #bomb #lebron #NotOkay
20299,3,0,3,0,1,RT @prettykells: &#8220;@100046729: @Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; lmfaoooooo no &#8230;
17981,3,2,1,0,0,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX
6737,3,0,3,0,1,@lavalourry stfu prude ass basic ass bitch
5837,3,0,3,0,1,@bygbootiejuliie just FaceTime Doms bitch ass
18649,3,0,3,0,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;
24159,3,0,3,0,1,bitches be peekin https://t.co/Tl352dmT1n
15332,3,0,3,0,1,RT @DeolaCola: They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe &#8230;
8952,3,2,1,0,0,Devin Hester's a bitch
6267,3,3,0,0,0,@heyrmbr probs that fag Vhia
17854,3,0,3,0,1,"""RT @StopBeingSober: Yall say """"Why you dating lil girls"""" like mature hoes just on a rampage outside."""
8320,3,0,3,0,1,Bitches will be bitches.
19128,3,0,1,2,2,RT @camilleftansel: i've read the hunger games 12 times i am trash
17233,3,0,3,0,1,RT @PRAYINGFORHEAD: no sex bitch i only want the decks bitch (yu-gi-oh)
12780,3,0,0,3,2,Literally just got up and the first thing I did was chug a huge glass of water
12915,3,0,3,0,1,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao
16008,3,2,1,0,0,RT @Im_Thirst: That nigger made the shit out of my coffee.
3853,3,0,3,0,1,@KILLQuana choke on something hoe
2515,3,0,3,0,1,@AntiHeroKo bitch FOH
6915,3,0,1,2,2,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs
6603,3,1,2,0,1,@kieffer_jason Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga
7651,3,0,3,0,1,"""A knock on the door. """"Who could it be at this hour?!"""" I shuffle down the hall. """"Who is it?"""" I ask. It's a bad bitch and a burrito. The end."""
3397,3,1,2,0,1,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush
19117,3,0,3,0,1,RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;
20593,3,0,3,0,1,RT @thecoreyholcomb: If your man is happy in his next relationship your fucked up ways are a blessing bitch
24676,3,1,2,0,1,lmfaoooo RT @HarleyyyQuinn_: Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.
13173,3,0,3,0,1,Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it.
2097,6,0,6,0,1,' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .
21640,3,0,2,1,1,"""Stop using the word """"redskin(s)""""."""
7165,3,2,1,0,0,@sarahVICwood im going to murder that fucking cunt
5413,3,0,3,0,1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
21433,3,0,3,0,1,So some bitch flipped me off for letting her infront of mee... Okay.
12897,3,0,3,0,1,Lol Lebron a bitch.. Now that basketball is back say goodbye to sports center.. It's Lebron center now..
14602,3,1,2,0,1,RT @BBflockaJames: Point proven ima catch you bitch RT @Aj_Swagggg: @BBflockaJames ok bud
4076,6,0,6,0,1,@LouieVRee @TehReelHov dat bitch a tampon
22090,3,0,0,3,2,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.
3107,3,1,2,0,1,@DimitriCrossin bitch ass
9464,3,0,0,3,2,"""From the ESPN Yankees game recap: """"the sellout crowd braved 61-degree temperatures."""" LOL What??? That's not weather you struggle through."""
7203,3,0,0,3,2,@selina_dabbagh the song? About pollo hermanos and Heisenberg?
24261,3,0,2,1,1,don't bitch about my attitude because you're the reason I have one
20683,3,0,3,0,1,"""RT @trvpgxdx: Jen: Bitch Daquan dropped your kids off today"
10489,3,0,3,0,1,I don't have a wife she my bitch for the night. If she was catching bodies then it might be alright
12415,3,0,3,0,1,Jus need a bad bitch thats gone always hold me down
13246,3,0,3,0,1,Murda mook #rip to that shit
53,3,0,3,0,1,""""""" young Pill Chamberlain these bitches love my music """""""
6470,3,2,1,0,0,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
14213,6,2,3,1,1,Political ass bitches
21869,3,0,3,0,1,That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha
3206,3,0,0,3,2,@EricBaetsle your a greaser
19110,3,0,3,0,1,RT @brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;
18714,3,1,2,0,1,RT @_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha
5215,6,0,6,0,1,@Tylar____ bet hoe
25277,3,0,3,0,1,you gotta understand that these bitches are childish
12539,3,0,3,0,1,Kicking bitches out the house like Pam
10286,3,0,3,0,1,I always love when @kathy_doermer and I vent about bitches &#128076;
16706,3,0,3,0,1,RT @MIKEB_IN_THE_D: @_thomkins_ I got 11 nuggets this time bitch. #CouldntBeHappier
17066,3,0,3,0,1,RT @NoLovee_Lost: Bend ha over pull ha hair eat her pussy lick her ass
16600,3,0,0,3,2,RT @LilyBean1313: And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5
10579,3,0,3,0,1,I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &#128514;&#128514;
17956,3,0,0,3,2,RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;
5041,3,0,2,1,1,@ThatHaleyWay @kdawgg065 aahahah who the fuck watches that trash?
19862,3,0,3,0,1,RT @khadijzah: Someone will love your bitch ass it won't be me but someone will love you
13754,3,0,3,0,1,None of my bitches can stay over
14914,6,0,1,5,2,RT @CP24: Reports say female victim was shot while waiting for an Oreo McFlurry
14636,6,0,6,0,1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt
20062,3,0,0,3,2,RT @manchild1077: Oreo Speedwagon #FatBands
4456,3,0,3,0,1,@O_beKnowing the bitch that took my phone
19043,3,0,2,1,1,RT @bayleebork: @rahshauna keep your avi hoe
11289,3,0,3,0,1,I used to think that bitch was bad ... But not no moe !
20849,3,0,3,0,1,RT @ygAddie: Obama a bitch.
14931,3,0,3,0,1,RT @CallMeRenee_: @1inkkofrosess @Bojieasx ohh bitch you might pass lol
18406,3,0,3,0,1,RT @WBeezy_: Rohan a bitch yo &#128514;&#128514;
3624,3,0,3,0,1,"""@ItsMander"
19070,3,0,3,0,1,RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy
1360,3,0,3,0,1,&#8220;@Jalenhendricks4: &#8220;@In_Her_Tweets: @p_jones2 bitch get outta here dumb ass&#8221; lmao&#8221; &#128555;&#128514;&#128514;
